index,simplified,traditional,pinyin,definition,examples,hsk_level,traditional_variants,radical_index,pinyin2,pinyin3,numbered_pinyin,numbered_pinyin2,numbered_pinyin3
104,开,開,kāi,"[""to open"",""to start"",""to initiate"",""to begin""]","[{""chinese"":""开始！"",""english"":""Begin.""},{""chinese"":""开火！"",""english"":""Open fire!""},{""chinese"":""让开。"",""english"":""Step aside.""}]",1,,55,,,kai1,,
105,岁,歲,suì,"[""year"",""years old"",""age"",""harvest""]","[{""chinese"":""我十二岁了。"",""english"":""I'm twelve.""},{""chinese"":""她十七岁了。"",""english"":""She's seventeen.""},{""chinese"":""他和我同岁。"",""english"":""He is just my age.""}]",1,,46,,,sui4,,
106,吃,吃,chī,"[""to eat"",""to drink"",""to suffer"",""to endure"",""to bear""]","[{""chinese"":""她吃。"",""english"":""She is eating.""},{""chinese"":""好吃嗎？"",""english"":""Is it tasty?""},{""chinese"":""慢点吃！"",""english"":""Eat more slowly.""}]",1,,30,,,chi1,,
107,身,身,shēn,"[""body"",""torso"",""person"",""pregnancy""]","[{""chinese"":""我单身。"",""english"":""I'm single.""},{""chinese"":""我单身。"",""english"":""I'm unmarried.""},{""chinese"":""我单身。"",""english"":""I'm a bachelor.""}]",1,,158,,,shen1,,
108,重,重,zhòng,"[""heavy"",""weighty"",""to double"",""to repeat""]","[{""chinese"":""保重。"",""english"":""Take care.""},{""chinese"":""严重吗？"",""english"":""Is it serious?""},{""chinese"":""它真重。"",""english"":""It's pretty heavy.""}]",1,,166,,,zhong4,,
109,爱,愛,ài,"[""to love"",""to like"",""to be fond of"",""love"",""affection""]","[{""chinese"":""真可爱！"",""english"":""How cute!""},{""chinese"":""爱谁谁。"",""english"":""Who cares?""},{""chinese"":""我爱您。"",""english"":""I love you.""}]",1,,87,,,ai4,,
110,国,國,guó,"[""country"",""nation"",""state"",""national""]","[{""chinese"":""他是美国人。"",""english"":""He's American.""},{""chinese"":""他是美国人。"",""english"":""He is an American.""},{""chinese"":""我想要出国。"",""english"":""I want to go abroad.""}]",1,,31,,,guo2,,
111,买,買,mǎi,"[""to buy"",""to purchase"",""to bribe"",""to persuade""]","[{""chinese"":""我买了。"",""english"":""I'm buying.""},{""chinese"":""我买了单。"",""english"":""I paid the bill.""},{""chinese"":""我要买什么？"",""english"":""What should I buy?""}]",1,,37,,,mai3,,
112,号,號,hào,"[""mark"",""sign"",""symbol"",""number"",""to call"",""to cry""]","[{""chinese"":""今天是几号？"",""english"":""What's the date today?""},{""chinese"":""电话号码是多少？"",""english"":""What's the number?""},{""chinese"":""把那个号码给我。"",""english"":""Give me the number.""}]",1,,30,,,hao4,,
113,喜,喜,xǐ,"[""to love"",""to enjoy"",""to be happy"",""joyful"",""glad""]","[{""chinese"":""恭喜！"",""english"":""Congratulations!""},{""chinese"":""我喜欢茶。"",""english"":""I like tea.""},{""chinese"":""我喜歡你。"",""english"":""I like you.""}]",1,,30,,,xi3,,
114,欢,驩,huān,"[""happy"",""glad"",""joyful""]","[{""chinese"":""欢迎。"",""english"":""Welcome.""},{""chinese"":""我喜欢茶。"",""english"":""I like tea.""},{""chinese"":""我喜欢你。"",""english"":""I like you.""}]",1,"[""歡"",""讙""]",76,,,huan1,,
115,怎,怎,zěn,"[""what? why? how?""]","[{""chinese"":""怎么了？"",""english"":""What's happened?""},{""chinese"":""怎么了？"",""english"":""What's the matter?""},{""chinese"":""怎么办?"",""english"":""What am I to do now?""}]",1,,61,,,zen3,,
116,分,分,fēn,"[""to divide"",""to allocate"",""fraction"",""small unit of time or other quantity""]","[{""chinese"":""十分簡單。"",""english"":""It's pretty simple.""},{""chinese"":""分秒必争。"",""english"":""Every minute counts.""},{""chinese"":""我们分手吧。"",""english"":""We should break up.""}]",1,,18,,,fen1,,
117,谁,誰,shuí,"[""who"",""also pr.""]","[{""chinese"":""谁赢了？"",""english"":""Who won?""},{""chinese"":""谁死了？"",""english"":""Who died?""},{""chinese"":""爱谁谁。"",""english"":""Who cares?""}]",1,,149,,,shui2,,
118,告,告,gào,"[""to tell"",""to inform"",""to announce"",""to accuse""]","[{""chinese"":""告辞！"",""english"":""Goodbye!""},{""chinese"":""告诉我！"",""english"":""Tell me.""},{""chinese"":""无可奉告。"",""english"":""No comment.""}]",1,,30,,,gao4,,
119,诉,訴,sù,"[""to accuse"",""to sue"",""to inform"",""to narrate""]","[{""chinese"":""告诉我！"",""english"":""Tell me.""},{""chinese"":""不要告诉我。"",""english"":""Don't tell me.""},{""chinese"":""汤姆告诉了他。"",""english"":""Tom told him.""}]",1,,149,,,su4,,
120,样,樣,yàng,"[""form"",""pattern"",""shape"",""style""]","[{""chinese"":""工作怎么样？"",""english"":""How's work?""},{""chinese"":""生活怎么样？"",""english"":""How is life?""},{""chinese"":""学校怎么样？"",""english"":""How's school?""}]",1,,75,,,yang4,,
121,方,方,fāng,"[""square"",""rectangle"",""side"",""region"",""flag""]","[{""chinese"":""这很方便。"",""english"":""That's very handy.""},{""chinese"":""腾一下地方。"",""english"":""Move over.""},{""chinese"":""你太大方了。"",""english"":""You're too generous.""}]",1,,70,,,fang1,,
122,十,十,shí,"[""ten"",""tenth"",""complete"",""perfect""]","[{""chinese"":""我三十歲。"",""english"":""I'm thirty.""},{""chinese"":""数到三十。"",""english"":""Count to thirty.""},{""chinese"":""我三十歲。"",""english"":""I'm 30 years old.""}]",1,,24,,,shi2,,
123,见,見,jiàn,"[""to see"",""to observe"",""to meet"",""to appear""]","[{""chinese"":""再见！"",""english"":""Goodbye!""},{""chinese"":""再见！"",""english"":""See you.""},{""chinese"":""再见！"",""english"":""See you again.""}]",1,,147,,,jian4,,
124,六,六,liù,"[""six"",""6""]","[{""chinese"":""我六點起床。"",""english"":""I get up at six.""},{""chinese"":""快要六點了。"",""english"":""It's almost six.""},{""chinese"":""我六英尺高。"",""english"":""I am six feet tall.""}]",1,,12,,,liu4,,
125,问,問,wèn,"[""to ask"",""to inquire""]","[{""chinese"":""没问题！"",""english"":""No problem!""},{""chinese"":""没问题。"",""english"":""No problem.""},{""chinese"":""去问汤姆。"",""english"":""Ask Tom.""}]",1,,169,,,wen4,,
126,叫,叫,jiào,"[""cry"",""shout"",""to call"",""to greet"",""to hail""]","[{""chinese"":""狗会叫。"",""english"":""Dogs bark.""},{""chinese"":""叫警察！"",""english"":""Call the police!""},{""chinese"":""狗在叫。"",""english"":""The dog is barking.""}]",1,,30,,,jiao4,,
127,回,回,huí,"[""to return"",""to turn around"",""a time""]","[{""chinese"":""回家。"",""english"":""Go home.""},{""chinese"":""还回去"",""english"":""Give it back.""},{""chinese"":""回答我。"",""english"":""Answer me.""}]",1,"[""迴""]",31,,,hui2,,
128,正,正,zhèng,"[""straight"",""right"",""proper"",""correct"",""just"",""true""]","[{""chinese"":""正在下雪。"",""english"":""It's snowing.""},{""chinese"":""改邪归正。"",""english"":""Straighten up.""},{""chinese"":""它很正常。"",""english"":""It's very normal.""}]",1,,77,,,zheng4,,
129,快,快,kuài,"[""speedy"",""rapid"",""quick"",""soon""]","[{""chinese"":""趕快!"",""english"":""Hurry up.""},{""chinese"":""快点。"",""english"":""Make it quick.""},{""chinese"":""我更快。"",""english"":""I'm faster.""}]",1,,61,,,kuai4,,
130,住,住,zhù,"[""to reside"",""to live at"",""to dwell"",""to lodge"",""to stop""]","[{""chinese"":""住手！"",""english"":""Stop!""},{""chinese"":""住手。"",""english"":""Stop that!""},{""chinese"":""抓住他。"",""english"":""Grab him.""}]",1,,9,,,zhu4,,
131,请,請,qǐng,"[""to ask"",""to request"",""to invite"",""please""]","[{""chinese"":""请坐。"",""english"":""Sit down.""},{""chinese"":""请坐。"",""english"":""Please take your seat.""},{""chinese"":""请上船！"",""english"":""All aboard!""}]",1,,149,,,qing3,,
132,水,水,shuǐ,"[""water"",""liquid"",""lotion"",""juice""]","[{""chinese"":""沒有水。"",""english"":""There's no water.""},{""chinese"":""沒有水。"",""english"":""There is no water.""},{""chinese"":""把水燒開。"",""english"":""Boil the water.""}]",1,,85,,,shui3,,
133,东,東,dōng,"[""east"",""host"",""landlord""]","[{""chinese"":""我正在吃东西。"",""english"":""I'm eating.""},{""chinese"":""不要东拉西扯。"",""english"":""Don't ramble.""},{""chinese"":""有人在吃东西。"",""english"":""Somebody is eating.""}]",1,,1,,,dong1,,
134,西,西,xī,"[""west"",""western"",""westward""]","[{""chinese"":""你穿點東西。"",""english"":""Get dressed.""},{""chinese"":""你穿點東西。"",""english"":""Put on some clothes.""},{""chinese"":""給我東西吃。"",""english"":""Bring me something to eat.""}]",1,,146,,,xi1,,
135,听,聽,tīng,"[""to hear"",""to listen"",""to understand"",""to obey""]","[{""chinese"":""听着。"",""english"":""Listen.""},{""chinese"":""继续听。"",""english"":""Keep listening.""},{""chinese"":""听这个！"",""english"":""Listen to this!""}]",1,"[""听""]",30,,,ting1,,
136,老,老,lǎo,"[""old"",""venerable"",""experienced""]","[{""chinese"":""他很老。"",""english"":""He was very old.""},{""chinese"":""湯姆不老。"",""english"":""Tom isn't old.""},{""chinese"":""他是老师。"",""english"":""He is a teacher.""}]",1,,125,,,lao3,,
137,机,機,jī,"[""desk"",""machine"",""moment"",""opportunity""]","[{""chinese"":""好时机。"",""english"":""Nice timing.""},{""chinese"":""关闭电视机"",""english"":""Turn off the TV.""},{""chinese"":""这是机密。"",""english"":""It's confidential.""}]",1,,75,,,ji1,,
138,电,電,diàn,"[""lightning"",""electricity"",""electric""]","[{""chinese"":""开电视。"",""english"":""Turn on the TV.""},{""chinese"":""接电话。"",""english"":""Answer the phone.""},{""chinese"":""接电话。"",""english"":""Pick up the phone.""}]",1,,73,,,dian4,,
139,行,行,xíng,"[""to go"",""to walk"",""to move"",""professional""]","[{""chinese"":""鳥類飛行。"",""english"":""Birds fly.""},{""chinese"":""她在行走。"",""english"":""She walks.""},{""chinese"":""量力而行。"",""english"":""Pace yourself.""}]",1,,144,,,xing2,,
140,朋,朋,péng,"[""friend"",""pal"",""acquaintance""]","[{""chinese"":""我们是朋友。"",""english"":""We're friends.""},{""chinese"":""你们是朋友？"",""english"":""Are you friends?""},{""chinese"":""我们是朋友。"",""english"":""We were friends.""}]",1,,74,,,peng2,,
141,友,友,yǒu,"[""friend"",""companion"",""fraternity""]","[{""chinese"":""友善点。"",""english"":""Be kind.""},{""chinese"":""友善点。"",""english"":""Be nice.""},{""chinese"":""友善点。"",""english"":""Be friendly.""}]",1,,29,,,you3,,
142,拿,拿,ná,"[""to bring"",""to grasp"",""to hold"",""to take""]","[{""chinese"":""拿走吧。"",""english"":""Take it.""},{""chinese"":""拿我的。"",""english"":""Take mine.""},{""chinese"":""你拿吗?"",""english"":""Did you take it?""}]",1,,64,,,na2,,
143,路,路,lù,"[""road"",""path"",""street"",""journey""]","[{""chinese"":""走路小心。"",""english"":""Watch your step.""},{""chinese"":""我问问路。"",""english"":""I'll ask for directions.""},{""chinese"":""路正在建。"",""english"":""The road is under construction.""}]",1,,157,,,lu4,,
144,外,外,wài,"[""out"",""outside"",""external"",""foreign"",""in addition""]","[{""chinese"":""那是例外。"",""english"":""That's an exception.""},{""chinese"":""外面起霧了。"",""english"":""It's foggy out.""},{""chinese"":""外面起霧了。"",""english"":""It's foggy outside.""}]",1,,36,,,wai4,,
145,放,放,fàng,"[""to put"",""to place"",""to release""]","[{""chinese"":""我放弃。"",""english"":""I resign.""},{""chinese"":""我放弃。"",""english"":""I give up.""},{""chinese"":""放開我！"",""english"":""Let me go!""}]",1,,66,,,fang4,,
146,学,學,xué,"[""learning"",""knowledge"",""science"",""to study"",""to go to school"",""-ology""]","[{""chinese"":""好好学习。"",""english"":""Study hard.""},{""chinese"":""我去学校。"",""english"":""I go to school.""},{""chinese"":""我学韩语。"",""english"":""I study Korean.""}]",1,,39,,,xue2,,
147,校,校,xiào,"[""school"",""college"",""field officer""]","[{""chinese"":""我去学校。"",""english"":""I go to school.""},{""chinese"":""她上夜校。"",""english"":""She goes to night school.""},{""chinese"":""学校怎么样？"",""english"":""How's school?""}]",1,,75,,,xiao4,,
148,别,別,bié,"[""to separate"",""to distinguish"",""to classify"",""to leave"",""other"",""do not""]","[{""chinese"":""别哭。"",""english"":""Don't cry.""},{""chinese"":""别碰！"",""english"":""Hands off.""},{""chinese"":""别动！"",""english"":""Don't move!""}]",1,"[""彆""]",18,,,bie2,,
149,站,站,zhàn,"[""stand"",""station"",""to halt"",""to stand"",""website"",""measure word for stands and stations""]","[{""chinese"":""往后站！"",""english"":""Stand back!""},{""chinese"":""一边站着。"",""english"":""Stand aside.""},{""chinese"":""這網站真好！"",""english"":""This site is great!""}]",1,,117,,,zhan4,,
150,准,準,zhǔn,"[""standard"",""accurate"",""to permit"",""to approve"",""to allow""]","[{""chinese"":""需要准许。"",""english"":""A permit is required.""},{""chinese"":""他准会忘。"",""english"":""He's bound to forget.""},{""chinese"":""我准备晚餐。"",""english"":""I'm making dinner.""}]",1,,15,,,zhun3,,
151,备,備,bèi,"[""to prepare"",""to get ready"",""to equip"",""ready"",""perfect""]","[{""chinese"":""我准备晚餐。"",""english"":""I'm making dinner.""},{""chinese"":""后备箱满了。"",""english"":""The trunk is full.""},{""chinese"":""我准备晚餐。"",""english"":""I'm cooking dinner.""}]",1,,34,,,bei4,,
152,元,元,yuán,"[""first"",""dollar"",""origin"",""head""]","[{""chinese"":""元旦快樂！"",""english"":""Happy New Year!""},{""chinese"":""只要十元！"",""english"":""It only costs $10.00!""},{""chinese"":""一萬日元夠嗎？"",""english"":""Will ten thousand yen do?""}]",1,,10,,,yuan2,,
153,进,進,jìn,"[""to advance"",""to make progress"",""to come in"",""to enter""]","[{""chinese"":""进来。"",""english"":""Come in.""},{""chinese"":""进来。"",""english"":""Come on in.""},{""chinese"":""进来。"",""english"":""Come inside.""}]",1,,162,,,jin4,,
154,写,寫,xiě,"[""to write"",""to draw"",""to sketch"",""to compose""]","[{""chinese"":""你写吗?"",""english"":""Did you write?""},{""chinese"":""我写腻了。"",""english"":""I'm tired of writing.""},{""chinese"":""没写作业。"",""english"":""I didn't do the homework.""}]",1,,14,,,xie3,,
155,先,先,xiān,"[""beforehand"",""first"",""earlier""]","[{""chinese"":""請先等他。"",""english"":""Please wait on him first.""},{""chinese"":""他開了先河。"",""english"":""He set a precedent.""},{""chinese"":""汤姆先打了我。"",""english"":""Tom hit me first.""}]",1,,10,,,xian1,,
156,您,您,nín,"[""honorific for 'you'""]","[{""chinese"":""您呢？"",""english"":""How about you?""},{""chinese"":""您呢？"",""english"":""What about you?""},{""chinese"":""我爱您。"",""english"":""I love you.""}]",1,,61,,,nin2,,
157,女,女,nǚ,"[""woman"",""girl"",""female""]","[{""chinese"":""我是个女人。"",""english"":""I'm a lady.""},{""chinese"":""我是个女人。"",""english"":""I'm a woman.""},{""chinese"":""你是个女人。"",""english"":""You're a woman.""}]",1,,38,,,nv3,,
158,生,生,shēng,"[""life"",""lifetime"",""birth"",""growth""]","[{""chinese"":""我生病了。"",""english"":""I'm ill.""},{""chinese"":""我生病了。"",""english"":""I'm sick.""},{""chinese"":""我生病了。"",""english"":""I am sick.""}]",1,,100,,,sheng1,,
159,门,門,mén,"[""gate"",""door"",""entrance"",""opening""]","[{""chinese"":""没门！"",""english"":""No way!""},{""chinese"":""关门。"",""english"":""Shut the door.""},{""chinese"":""关门。"",""english"":""Close the door.""}]",1,,169,,,men2,,
160,八,八,bā,"[""eight"",""all around"",""all sides""]","[{""chinese"":""我八點起床。"",""english"":""I wake up at eight.""},{""chinese"":""她是个内八字。"",""english"":""She is pigeon-toed.""},{""chinese"":""她八十一歲了。"",""english"":""She turned eighty-one.""}]",1,,12,,,ba1,,
161,七,七,qī,"[""seven"",""7""]","[{""chinese"":""她十七岁了。"",""english"":""She's seventeen.""},{""chinese"":""七点叫醒我。"",""english"":""Wake me up at seven.""},{""chinese"":""她十七岁了。"",""english"":""She is aged seventeen.""}]",1,,1,,,qi1,,
