index,simplified,traditional,traditionalVariants,pinyin,pinyin2,pinyin3,numberedPinyin,numberedPinyin2,numberedPinyin3,radicalIndex,hskLevel,lesson,definition,examples,wordExamples
43,做,做,,zuò,,,zuo4,,,9,1,,to do; to make; to produce; to work; to prepare; to act as,"[{""chinese"": ""你每天做什么工作？"", ""english"": ""What kind of work do you do every day?""}, {""chinese"": ""妈妈在厨房做晚饭。"", ""english"": ""Mom is preparing dinner in the kitchen.""}, {""chinese"": ""这个蛋糕是用什么做成的？"", ""english"": ""What is this cake made of?""}]","[{""word"": ""做工"", ""pinyin"": ""zuògōng"", ""meaning"": ""to work; workmanship; craftsmanship""}, {""word"": ""做生意"", ""pinyin"": ""zuò shēngyì"", ""meaning"": ""to do business; to be in business""}, {""word"": ""做梦"", ""pinyin"": ""zuòmèng"", ""meaning"": ""to dream""}]"
44,等,等,,děng,děng,,deng3,deng3,,118,1,,to wait; to await; rank; grade; equal; similar; and so on; etc.,"[{""chinese"": ""我们在车站等了半个小时。"", ""english"": ""We waited at the station for half an hour.""}, {""chinese"": ""他们是同等水平的运动员。"", ""english"": ""They are athletes of equal level.""}, {""chinese"": ""水果、蔬菜等食物很健康。"", ""english"": ""Foods such as fruits and vegetables are very healthy.""}]","[{""word"": ""等待"", ""pinyin"": ""děngdài"", ""meaning"": ""to wait for; to await""}, {""word"": ""等级"", ""pinyin"": ""děngjí"", ""meaning"": ""rank; grade; level; class""}, {""word"": ""等等"", ""pinyin"": ""děngděng"", ""meaning"": ""wait; and so on; et cetera""}]"
45,三,三,,sān,,,san1,,,1,1,,three | 3,"[{""chinese"": ""我三岁就开始学钢琴了。"", ""english"": ""I started learning piano when I was three years old.""}, {""chinese"": ""这家餐厅有三个分店。"", ""english"": ""This restaurant has three branches.""}, {""chinese"": ""我们三个人一起去旅游。"", ""english"": ""The three of us traveled together.""}]","[{""word"": ""三月"", ""pinyin"": ""sānyuè"", ""meaning"": ""March""}, {""word"": ""三十"", ""pinyin"": ""sānshí"", ""meaning"": ""thirty""}, {""word"": ""第三"", ""pinyin"": ""dìsān"", ""meaning"": ""third""}]"
46,里,里,裡,lǐ,lì,,li3,li4,,166,1,,"li (a traditional Chinese unit of distance, approximately 500 meters) | inside | neighborhood","[{""chinese"": ""他家离学校很近，只有两里。"", ""english"": ""His home is very close to the school, only about a kilometer away.""}, {""chinese"": ""我在这里等了半小时。"", ""english"": ""I waited here for half an hour.""}, {""chinese"": ""屋子里太黑了，我看不清。"", ""english"": ""It's too dark inside the house; I can't see clearly.""}]","[{""word"": ""里面"", ""pinyin"": ""lǐmiàn"", ""meaning"": ""inside""}, {""word"": ""公里"", ""pinyin"": ""gōnglǐ"", ""meaning"": ""kilometer""}, {""word"": ""邻里"", ""pinyin"": ""línlǐ"", ""meaning"": ""neighbors""}]"
47,过,過,,guò,guō,,guo4,guo1,,162,1,,to pass | to go through | to cross | to exceed | (verb particle indicating completion of action),"[{""chinese"": ""我们过了河才发现丢了包。"", ""english"": ""We didn't realize we'd lost the bag until after we crossed the river.""}, {""chinese"": ""他今年过三十岁生日。"", ""english"": ""He's turning thirty this year.""}, {""chinese"": ""你试过这个饭店吗？"", ""english"": ""Have you tried this restaurant before?""}]","[{""word"": ""过去"", ""pinyin"": ""guòqù"", ""meaning"": ""past / the past""}, {""word"": ""经过"", ""pinyin"": ""jīngguò"", ""meaning"": ""to pass by / to go through""}, {""word"": ""过来"", ""pinyin"": ""guòlái"", ""meaning"": ""to come over""}]"
48,那,那,,nà,nèi,,na4,nei4,,170,1,,that (demonstrative pronoun) | there | how (in rhetorical questions),"[{""chinese"": ""那个人就是我的老师。"", ""english"": ""That person is my teacher.""}, {""chinese"": ""你那天怎么没来？"", ""english"": ""Why didn't you come that day?""}, {""chinese"": ""那件事我已经忘了。"", ""english"": ""I've already forgotten about that matter.""}]","[{""word"": ""那里"", ""pinyin"": ""nàlǐ"", ""meaning"": ""there""}, {""word"": ""那么"", ""pinyin"": ""nàme"", ""meaning"": ""in that case / so""}, {""word"": ""那时"", ""pinyin"": ""nàshí"", ""meaning"": ""at that time / back then""}]"
49,后,後,后,hòu,,,hou4,,,30,1,,after | behind | rear | back | descendants,"[{""chinese"": ""会议后我们一起去吃饭。"", ""english"": ""After the meeting, we'll go eat together.""}, {""chinese"": ""她坐在我后面，我看不到她。"", ""english"": ""She sits behind me, so I can't see her.""}, {""chinese"": ""后天他们要出发去北京。"", ""english"": ""The day after tomorrow they're leaving for Beijing.""}]","[{""word"": ""之后"", ""pinyin"": ""zhīhòu"", ""meaning"": ""after / afterwards""}, {""word"": ""后面"", ""pinyin"": ""hòumiàn"", ""meaning"": ""behind / at the back""}, {""word"": ""后来"", ""pinyin"": ""hòulái"", ""meaning"": ""later / afterwards""}]"
50,想,想,,xiǎng,,,xiang3,,,61,1,,to believe | to wish for | to consider | to plan | to think,"[{""chinese"": ""我想去北京旅游。"", ""english"": ""I want to go to Beijing for a trip.""}, {""chinese"": ""你在想什么呢？"", ""english"": ""What are you thinking about?""}, {""chinese"": ""他们想出了一个好办法。"", ""english"": ""They came up with a good solution.""}]","[{""word"": ""想法"", ""pinyin"": ""xiǎngfǎ"", ""meaning"": ""idea / thought / opinion""}, {""word"": ""想象"", ""pinyin"": ""xiǎngxiàng"", ""meaning"": ""to imagine / imagination""}, {""word"": ""想起"", ""pinyin"": ""xiǎngqǐ"", ""meaning"": ""to recall / to remember""}]"
51,地,地,,de,dì,,de,di4,,32,1,,earth | ground | soil | land | region | structural particle used before an adverb,"[{""chinese"": ""孩子们在地上玩耍。"", ""english"": ""The children are playing on the ground.""}, {""chinese"": ""她轻轻地打开了门。"", ""english"": ""She gently opened the door.""}, {""chinese"": ""这块地很适合种庄稼。"", ""english"": ""This land is suitable for growing crops.""}]","[{""word"": ""地方"", ""pinyin"": ""dìfang"", ""meaning"": ""place / location / area""}, {""word"": ""地震"", ""pinyin"": ""dìzhèn"", ""meaning"": ""earthquake""}, {""word"": ""地板"", ""pinyin"": ""dìbǎn"", ""meaning"": ""floor""}]"
52,用,用,,yòng,,,yong4,,,101,1,,to use | to employ | to apply | use,"[{""chinese"": ""你可以用我的电脑。"", ""english"": ""You can use my computer.""}, {""chinese"": ""这个方法很有用。"", ""english"": ""This method is very useful.""}, {""chinese"": ""他用筷子吃饭。"", ""english"": ""He eats with chopsticks.""}]","[{""word"": ""使用"", ""pinyin"": ""shǐyòng"", ""meaning"": ""to use / to utilize""}, {""word"": ""有用"", ""pinyin"": ""yǒuyòng"", ""meaning"": ""useful / helpful""}, {""word"": ""用处"", ""pinyin"": ""yòngchù"", ""meaning"": ""usefulness / utility / purpose""}]"
53,出,出,,chū,,,chu1,,,17,1,,to go out | to send out | stand | produce,"[{""chinese"": ""我们明天出发去旅游。"", ""english"": ""We're leaving for a trip tomorrow.""}, {""chinese"": ""他出现在会议上。"", ""english"": ""He appeared at the meeting.""}, {""chinese"": ""这家公司出产高质量产品。"", ""english"": ""This company produces high-quality products.""}]","[{""word"": ""出去"", ""pinyin"": ""chūqù"", ""meaning"": ""to go out / to exit""}, {""word"": ""出现"", ""pinyin"": ""chūxiàn"", ""meaning"": ""to appear / to emerge""}, {""word"": ""出名"", ""pinyin"": ""chūmíng"", ""meaning"": ""to become famous / famous""}]"
54,现,現,,xiàn,,,xian4,,,96,1,,to appear | to manifest | current | now,"[{""chinese"": ""现在几点了？"", ""english"": ""What time is it now?""}, {""chinese"": ""这是现实中的问题。"", ""english"": ""This is a real-world problem.""}, {""chinese"": ""新问题现在出现了。"", ""english"": ""New problems are emerging now.""}]","[{""word"": ""现在"", ""pinyin"": ""xiànzài"", ""meaning"": ""now / at present / currently""}, {""word"": ""现实"", ""pinyin"": ""xiànshí"", ""meaning"": ""reality / realistic / actual""}, {""word"": ""现象"", ""pinyin"": ""xiànxiàng"", ""meaning"": ""phenomenon / appearance""}]"
55,次,次,,cì,,,ci4,,,76,1,,order | sequence | second | next | one after the other,"[{""chinese"": ""我去过北京三次。"", ""english"": ""I've been to Beijing three times.""}, {""chinese"": ""下次见面再说吧。"", ""english"": ""Let's talk about it next time we meet.""}, {""chinese"": ""这次考试我考得很好。"", ""english"": ""I did very well on this exam.""}]","[{""word"": ""次数"", ""pinyin"": ""cìshù"", ""meaning"": ""number of times / frequency""}, {""word"": ""其次"", ""pinyin"": ""qīcì"", ""meaning"": ""secondly / in the second place""}, {""word"": ""次要"", ""pinyin"": ""cìyào"", ""meaning"": ""secondary / minor""}]"
56,最,最,,zuì,,,zui4,,,73,1,,most | extremely | exceedingly | superlative,"[{""chinese"": ""今天天气最好了。"", ""english"": ""The weather is the best today.""}, {""chinese"": ""她最喜欢吃寿司。"", ""english"": ""She likes eating sushi the most.""}, {""chinese"": ""这个电影最近才上映。"", ""english"": ""This movie was released most recently.""}]","[{""word"": ""最后"", ""pinyin"": ""zuìhòu"", ""meaning"": ""finally / at last""}, {""word"": ""最近"", ""pinyin"": ""zuìjìn"", ""meaning"": ""recently / lately""}, {""word"": ""最多"", ""pinyin"": ""zuìduō"", ""meaning"": ""at most / maximum""}]"
57,什,什,,shén,shí,,shen2,shi2,,9,1,,ten (archaic) | used in compound words like 什么,"[{""chinese"": ""你买什么东西了？"", ""english"": ""What did you buy?""}, {""chinese"": ""为什么你不告诉我？"", ""english"": ""Why didn't you tell me?""}, {""chinese"": ""这是什么味道？"", ""english"": ""What does this taste like?""}]","[{""word"": ""什么"", ""pinyin"": ""shénme"", ""meaning"": ""what""}, {""word"": ""为什么"", ""pinyin"": ""wèishénme"", ""meaning"": ""why""}]"
58,么,麼,,me,mó,,me,mo2,,4,1,,interrogative particle,"[{""chinese"": ""你听懂了么？"", ""english"": ""Did you understand what I said?""}, {""chinese"": ""怎么办才好？"", ""english"": ""What should I do?""}, {""chinese"": ""这样可以么？"", ""english"": ""Is this okay?""}]","[{""word"": ""什么"", ""pinyin"": ""shénme"", ""meaning"": ""what""}, {""word"": ""怎么"", ""pinyin"": ""zěnme"", ""meaning"": ""how""}, {""word"": ""这么"", ""pinyin"": ""zhème"", ""meaning"": ""so / this way""}]"
59,小,小,,xiǎo,,,xiao3,,,42,1,,small | tiny | few,"[{""chinese"": ""这个房间太小了。"", ""english"": ""This room is too small.""}, {""chinese"": ""小王是我的好朋友。"", ""english"": ""Xiao Wang is my good friend.""}, {""chinese"": ""姐姐照顾小妹妹。"", ""english"": ""The older sister takes care of the younger sister.""}]","[{""word"": ""小孩"", ""pinyin"": ""xiǎohái"", ""meaning"": ""child / kid""}, {""word"": ""小心"", ""pinyin"": ""xiǎoxin"", ""meaning"": ""be careful / watch out""}, {""word"": ""小时"", ""pinyin"": ""xiǎoshí"", ""meaning"": ""hour""}]"
60,月,月,,yuè,,,yue4,,,74,1,,moon | month | monthly,"[{""chinese"": ""月光照亮了整个夜晚。"", ""english"": ""The moonlight illuminated the entire night.""}, {""chinese"": ""我每个月都去看电影。"", ""english"": ""I go to the movies every month.""}, {""chinese"": ""下个月我要去旅游。"", ""english"": ""I'm going to travel next month.""}]","[{""word"": ""月亮"", ""pinyin"": ""yuèliàng"", ""meaning"": ""moon""}, {""word"": ""月份"", ""pinyin"": ""yuèfen"", ""meaning"": ""month""}, {""word"": ""满月"", ""pinyin"": ""mǎnyuè"", ""meaning"": ""full moon""}]"
61,天,天,,tiān,,,tian1,,,37,1,,sky | heaven | god | celestial,"[{""chinese"": ""今天天气真好啊。"", ""english"": ""The weather is really nice today.""}, {""chinese"": ""天空中有很多星星。"", ""english"": ""There are many stars in the sky.""}, {""chinese"": ""每天早上我都跑步。"", ""english"": ""I run every morning.""}]","[{""word"": ""天空"", ""pinyin"": ""tiānkōng"", ""meaning"": ""sky""}, {""word"": ""天气"", ""pinyin"": ""tiānqì"", ""meaning"": ""weather""}, {""word"": ""今天"", ""pinyin"": ""jīntiān"", ""meaning"": ""today""}]"
62,工,工,,gōng,,,gong1,,,48,1,,labor | work | laborer | worker,"[{""chinese"": ""我的工作很忙碌。"", ""english"": ""My work is very busy.""}, {""chinese"": ""他是一位工程师。"", ""english"": ""He is an engineer.""}, {""chinese"": ""工厂里有很多员工。"", ""english"": ""There are many workers in the factory.""}]","[{""word"": ""工作"", ""pinyin"": ""gōngzuò"", ""meaning"": ""work / job""}, {""word"": ""工人"", ""pinyin"": ""gōngrén"", ""meaning"": ""worker / laborer""}, {""word"": ""工厂"", ""pinyin"": ""gōngchǎng"", ""meaning"": ""factory""}]"
63,作,作,,zuò,,,zuo4,,,9,1,,to make | to write | to compose | to act | to perform,"[{""chinese"": ""她作为主角演得很出色。"", ""english"": ""She performed excellently as the lead.""}, {""chinese"": ""我在作业中犯了一个错误。"", ""english"": ""I made a mistake in my homework.""}, {""chinese"": ""他作曲写了一首很美的歌。"", ""english"": ""He composed a beautiful song.""}]","[{""word"": ""作品"", ""pinyin"": ""zuòpǐn"", ""meaning"": ""work / masterpiece""}, {""word"": ""作业"", ""pinyin"": ""zuòyè"", ""meaning"": ""homework / assignment""}, {""word"": ""作者"", ""pinyin"": ""zuòzhě"", ""meaning"": ""author / writer""}]"
64,家,家,,jiā,jiè,,jia1,jie4,,40,1,,house | home | residence | family,"[{""chinese"": ""我想回家休息一会儿。"", ""english"": ""I want to go home and rest for a while.""}, {""chinese"": ""他的家在山上。"", ""english"": ""His home is on the mountain.""}, {""chinese"": ""我们全家都很高兴。"", ""english"": ""Our whole family is very happy.""}]","[{""word"": ""家人"", ""pinyin"": ""jiārén"", ""meaning"": ""family member""}, {""word"": ""家务"", ""pinyin"": ""jiāwù"", ""meaning"": ""housework / chores""}, {""word"": ""家庭"", ""pinyin"": ""jiātíng"", ""meaning"": ""family / household""}]"
65,再,再,,zài,,,zai4,,,13,1,,again | once more | re-,"[{""chinese"": ""再等我五分钟。"", ""english"": ""Wait for me five more minutes.""}, {""chinese"": ""你可以再试一次。"", ""english"": ""You can try again.""}, {""chinese"": ""再也不会这样了。"", ""english"": ""It will never happen again.""}]","[{""word"": ""再见"", ""pinyin"": ""zàijiàn"", ""meaning"": ""goodbye / see you again""}, {""word"": ""再次"", ""pinyin"": ""zàicì"", ""meaning"": ""once more / again / for another time""}, {""word"": ""再也"", ""pinyin"": ""zàiyě"", ""meaning"": ""never again / anymore""}]"
66,时,時,,shí,,,shi2,,,72,1,,time | season | period | era | age,"[{""chinese"": ""现在是什么时候？"", ""english"": ""What time is it now?""}, {""chinese"": ""春天是种花的好时候。"", ""english"": ""Spring is a good time to plant flowers.""}, {""chinese"": ""他有时会迟到。"", ""english"": ""He is sometimes late.""}]","[{""word"": ""时间"", ""pinyin"": ""shíjiān"", ""meaning"": ""time / period""}, {""word"": ""时代"", ""pinyin"": ""shídài"", ""meaning"": ""era / age / epoch""}, {""word"": ""时候"", ""pinyin"": ""shíhou"", ""meaning"": ""time / moment / season""}]"
67,间,間,,jiān,jiàn,,jian1,jian4,,169,1,,between | among | midpoint | space | place | locality,"[{""chinese"": ""他们之间有分歧。"", ""english"": ""There is a disagreement between them.""}, {""chinese"": ""房间很宽敞。"", ""english"": ""The room is very spacious.""}, {""chinese"": ""树之间有一条小路。"", ""english"": ""There is a path among the trees.""}]","[{""word"": ""时间"", ""pinyin"": ""shíjiān"", ""meaning"": ""time / period""}, {""word"": ""房间"", ""pinyin"": ""fángjiān"", ""meaning"": ""room""}, {""word"": ""中间"", ""pinyin"": ""zhōngjiān"", ""meaning"": ""middle / center / between""}]"
68,前,前,,qián,,,qian2,,,18,1,,in front | forward | former | preceding,"[{""chinese"": ""她坐在我的前面。"", ""english"": ""She sits in front of me.""}, {""chinese"": ""三年前我住在北京。"", ""english"": ""Three years ago I lived in Beijing.""}, {""chinese"": ""请往前走。"", ""english"": ""Please move forward.""}]","[{""word"": ""前面"", ""pinyin"": ""qiánmiàn"", ""meaning"": ""front / ahead / in front""}, {""word"": ""以前"", ""pinyin"": ""yǐqián"", ""meaning"": ""before / previously / formerly""}, {""word"": ""前天"", ""pinyin"": ""qiántiān"", ""meaning"": ""the day before yesterday""}]"
